Name;Goods types;Measurement unit;Group ID;Product types;Value;Date
OPOLE;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2007-2
SILESIA;;PLN;4;bread - per 1kg;2.08;1999-10
LUBUSZ;;PLN;2;beef with bone (rump steak) - per 1kg;25.6;2017-1
HOLY CROSS;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.51;2016-8
SUBCARPATHIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;3.02;2014-3
GREATER POLAND;;PLN;2;smoked bacon with ribs - per 1kg;12.18;2011-5
SUBCARPATHIA;;PLN;2;barley groats sausage - per 1kg;6.96;2014-6
MASOVIA;;PLN;2;haddock fillets frozen - per 1kg;0.0;2000-2
WEST POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;4.31;2019-4
PODLASKIE;;PLN;2;pork meat with bone (shoulder) - per 1kg;10.23;2012-7
KUYAVIA-POMERANIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;11.57;2007-11
LOWER SILESIA;natural chocolate plain - per 1kg;PLN;3;;0.0;2004-9
LOWER SILESIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.98;2009-4
POMERANIA;apple juice, boxed - per 1l;PLN;1;;0.0;2018-4
POMERANIA;;PLN;4;bread - per 1kg;;2014-12
LUBLIN;white table salt bagged - per 1kg;PLN;3;;0.0;2007-6
SUBCARPATHIA;;PLN;2;dressed chickens - per 1kg;6.68;2015-2
LOWER SILESIA;;PLN;2;boneless beef (sirloin) - per 1kg;19.98;2007-12
SILESIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2009-7
LOWER SILESIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;4.27;2008-5
ŁÓDŹ;;PLN;2;dressed chickens - per 1kg;4.34;2003-5
HOLY CROSS;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.26;2010-12
LUBLIN;white table salt bagged - per 1kg;PLN;3;;0.0;2008-12
ŁÓDŹ;;PLN;2;fresh non-dressed carp - per 1kg;;2016-4
WARMIA-MASURIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.9;2012-5
WARMIA-MASURIA;;PLN;2;smoked bacon with ribs - per 1kg;16.13;2014-5
OPOLE;fresh chichen egges - per 666pcs.;PLN;3;;0.35;2017-4
LOWER SILESIA;;PLN;4;bread - per 1kg;;2012-12
WEST POMERANIA;;PLN;2;smoked bacon with ribs - per 1kg;12.81;2010-12
LUBLIN;;PLN;2;Hunter's sausage dried - per 1kg;22.31;2012-10
SILESIA;apple juice, boxed - per 1l;PLN;1;;1.67;2007-7
WARMIA-MASURIA;;PLN;4;buckwheat groats roasted whole - per 1kg;1.92;2000-4
GREATER POLAND;beet sugar white, bagged - per 1kg;PLN;3;;2.07;2017-6
POLAND;apple juice, boxed - per 1l;PLN;1;;1.53;2003-11
POMERANIA;;PLN;2;Italian head cheese - per 1kg;7.2;2005-12
POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;4.59;2017-8
POMERANIA;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2008-11
LUBLIN;natural chocolate plain - per 1kg;PLN;3;;0.0;1999-11
OPOLE;;PLN;2;Italian head cheese - per 1kg;6.7;2007-2
SILESIA;;PLN;4;bread - per 1kg;;2010-4
KUYAVIA-POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2016-6
LOWER SILESIA;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2009-11
LOWER SILESIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;;1999-8
ŁÓDŹ;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.26;2012-2
LUBLIN;;PLN;4;buckwheat groats roasted whole - per 1kg;5.94;2011-1
POMERANIA;;PLN;2;beef with bone (rump steak) - per 1kg;24.98;2017-9
WEST POMERANIA;;PLN;2;fresh non-dressed carp - per 1kg;;2017-3
HOLY CROSS;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2013-4
LUBUSZ;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2000-11
PODLASKIE;;PLN;2;pork  meat (raw bacon) - per 1kg;12.85;2016-2
LUBUSZ;;PLN;2;pork meat with bone (shoulder) - per 1kg;12.04;2015-6
LOWER SILESIA;;PLN;4;bread - per 1kg;;2019-5
POLAND;apple juice, boxed - per 1l;PLN;1;;2.06;2001-9
SILESIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2015-5
MASOVIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.45;2005-12
PODLASKIE;;PLN;2;pork  meat (raw bacon) - per 1kg;7.84;2001-12
MASOVIA;beet sugar white, bagged - per 1kg;PLN;3;;1.92;2001-7
LUBUSZ;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.66;2014-2
LUBLIN;;PLN;2;haddock fillets frozen - per 1kg;16.05;2014-2
SUBCARPATHIA;;PLN;2;Italian head cheese - per 1kg;5.75;1999-10
SILESIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2000-5
WARMIA-MASURIA;;PLN;2;barley groats sausage - per 1kg;5.15;2008-2
POLAND;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;11.8;2006-1
HOLY CROSS;frozen carrot and pea mix - per 1kg;EUR;1;;0.0;2003-7
LOWER SILESIA;;PLN;2;beef with bone (rump steak) - per 1kg;10.03;2001-10
HOLY CROSS;;PLN;2;fresh non-dressed carp - per 1kg;;2005-9
POMERANIA;;PLN;2;haddock fillets frozen - per 1kg;0.61;2003-4
ŁÓDŹ;;PLN;2;pork  meat (raw bacon) - per 1kg;9.3;2007-11
HOLY CROSS;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2000-11
WARMIA-MASURIA;;PLN;2;pork ham cooked - per 1kg;22.39;2018-3
WARMIA-MASURIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;1.91;2005-9
POMERANIA;apple juice, boxed - per 1l;PLN;1;;0.93;2009-5
MASOVIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.22;2002-11
POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.0;2016-4
POMERANIA;;PLN;2;boneless beef (sirloin) - per 1kg;33.81;2014-8
LESSER POLAND;;PLN;2;pork ham cooked - per 1kg;19.25;2012-8
GREATER POLAND;;PLN;4;Masurian barley groats - per 1kg;0.0;2000-12
PODLASKIE;;PLN;2;pork belly cooked - per 1kg;13.09;2005-10
POMERANIA;;PLN;4;Masurian barley groats - per 1kg;1.54;2014-4
PODLASKIE;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;1999-10
HOLY CROSS;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2002-10
HOLY CROSS;;PLN;2;Italian head cheese - per 1kg;10.62;2016-9
SUBCARPATHIA;fresh chichen egges - per 666pcs.;PLN;3;;0.33;2017-4
HOLY CROSS;white table salt bagged - per 1kg;PLN;3;;0.0;2000-12
WEST POMERANIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.93;2004-3
SILESIA;fresh chichen egges - per 666pcs.;PLN;3;;0.27;2016-5
LUBUSZ;;PLN;2;fresh non-dressed carp - per 1kg;;2016-12
POMERANIA;;PLN;2;fresh non-dressed carp - per 1kg;;2008-11
HOLY CROSS;white table salt bagged - per 1kg;PLN;3;;0.0;1999-6
KUYAVIA-POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;3.13;2015-3
WARMIA-MASURIA;beet sugar white, bagged - per 1kg;PLN;3;;0.0;2012-10
LESSER POLAND;;PLN;2;pork ham cooked - per 1kg;22.08;2016-2
LESSER POLAND;;PLN;2;dressed chickens - per 1kg;6.11;2015-12
PODLASKIE;30% tomato concentrate - per 1kg;PLN;1;;0.0;2017-3
KUYAVIA-POMERANIA;;PLN;4;bread - per 1kg;;2004-4
GREATER POLAND;;PLN;4;bread - per 1kg;;2006-5
SUBCARPATHIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2002-6
HOLY CROSS;;PLN;2;beef with bone (rump steak) - per 1kg;8.51;2002-2
KUYAVIA-POMERANIA;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2011-8
POLAND;;PLN;2;pork belly cooked - per 1kg;15.36;2001-8
POMERANIA;;PLN;2;salted herring, non-dressed - per 1kg;8.4;2014-1
OPOLE;;PLN;2;Hunter's sausage dried - per 1kg;16.69;2001-5
WEST POMERANIA;;PLN;4;Masurian barley groats - per 1kg;1.57;2009-10
POLAND;beet sugar white, bagged - per 1kg;PLN;3;;2.67;2009-6
WARMIA-MASURIA;;PLN;2;barley groats sausage - per 1kg;3.44;2003-10
ŁÓDŹ;;PLN;2;dressed chickens - per 1kg;4.56;2002-6
KUYAVIA-POMERANIA;natural chocolate plain - per 1kg;PLN;3;;14.38;2009-12
PODLASKIE;apple juice, boxed - per 1l;PLN;1;;0.0;2009-2
WEST POMERANIA;;PLN;2;barley groats sausage - per 1kg;5.6;2008-8
LESSER POLAND;;PLN;2;Hunter's sausage dried - per 1kg;21.94;2008-9
GREATER POLAND;apple juice, boxed - per 1l;PLN;1;;0.0;2012-1
WEST POMERANIA;;PLN;2;smoked bacon with ribs - per 1kg;10.27;2000-1
LUBLIN;;PLN;2;barley groats sausage - per 1kg;4.39;2001-10
WARMIA-MASURIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2008-1
KUYAVIA-POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;1.9;2003-10
POLAND;;PLN;2;barley groats sausage - per 1kg;4.32;2001-6
HOLY CROSS;;PLN;2;pork belly cooked - per 1kg;14.34;2007-4
POLAND;fresh chichen egges - per 666pcs.;PLN;3;;0.25;2016-7
POMERANIA;;PLN;2;beef with bone (rump steak) - per 1kg;7.45;1999-5
POMERANIA;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2012-4
WARMIA-MASURIA;;PLN;2;fresh non-dressed carp - per 1kg;;2017-9
SUBCARPATHIA;;PLN;2;Backpacker's canned pork meat - per 300 g;2.8;2005-10
MASOVIA;;PLN;2;barley groats sausage - per 1kg;9.22;2013-4
GREATER POLAND;;PLN;2;barley groats sausage - per 1kg;8.14;2017-10
LUBLIN;natural chocolate plain - per 1kg;PLN;3;;0.0;2009-5
LOWER SILESIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;12.78;2015-9
LUBLIN;natural chocolate plain - per 1kg;PLN;3;;0.0;2008-12
LESSER POLAND;;PLN;2;haddock fillets frozen - per 1kg;0.0;2009-7
SUBCARPATHIA;;PLN;2;boneless beef (sirloin) - per 1kg;30.32;2013-6
OPOLE;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2003-2
SUBCARPATHIA;;PLN;2;pork ham cooked - per 1kg;16.63;2007-8
OPOLE;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.41;2001-7
HOLY CROSS;;PLN;2;boneless beef (sirloin) - per 1kg;26.88;2015-9
LUBUSZ;;PLN;2;Hunter's sausage dried - per 1kg;18.72;2014-5
SILESIA;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2001-7
HOLY CROSS;beet sugar white, bagged - per 1kg;PLN;3;;2.49;2005-1
LESSER POLAND;natural chocolate plain - per 1kg;PLN;3;;19.97;2008-2
LUBLIN;;PLN;4;buckwheat groats roasted whole - per 1kg;2.67;2003-6
POLAND;;PLN;4;Masurian barley groats - per 1kg;2.05;2015-5
POMERANIA;natural chocolate plain - per 1kg;PLN;3;;0.0;2002-8
OPOLE;;PLN;2;smoked bacon with ribs - per 1kg;11.98;2005-1
ŁÓDŹ;;PLN;2;beef with bone (rump steak) - per 1kg;25.36;2018-10
GREATER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2002-10
ŁÓDŹ;;PLN;2;beef with bone (rump steak) - per 1kg;19.86;2010-6
ŁÓDŹ;;PLN;2;Italian head cheese - per 1kg;11.38;2016-12
OPOLE;white table salt bagged - per 1kg;PLN;3;;0.0;2007-1
POLAND;;PLN;2;boneless beef (sirloin) - per 1kg;31.15;2016-6
HOLY CROSS;;PLN;2;fresh non-dressed carp - per 1kg;;2011-8
LUBLIN;;PLN;4;Masurian barley groats - per 1kg;0.49;2019-4
LESSER POLAND;;PLN;4;bread - per 1kg;;2019-5
LUBUSZ;natural chocolate plain - per 1kg;PLN;3;;0.0;2009-6
SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.68;2011-3
POMERANIA;;PLN;4;bread - per 1kg;;2001-3
POLAND;white table salt bagged - per 1kg;PLN;3;;0.39;2015-7
MASOVIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.79;2011-5
MASOVIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2012-9
LESSER POLAND;;PLN;2;fresh non-dressed carp - per 1kg;0.0;2000-11
LUBLIN;natural chocolate plain - per 1kg;PLN;3;;0.0;2013-7
LUBLIN;;PLN;4;bread - per 1kg;;2010-10
LESSER POLAND;;PLN;2;pork meat with bone (shoulder) - per 1kg;11.05;2019-1
ŁÓDŹ;beet sugar white, bagged - per 1kg;PLN;3;;0.0;2011-8
LESSER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2011-1
SUBCARPATHIA;;PLN;4;bread - per 1kg;;2018-9
HOLY CROSS;;PLN;2;boneless beef (sirloin) - per 1kg;11.91;2000-3
HOLY CROSS;apple juice, boxed - per 1l;PLN;1;;0.0;2004-3
MASOVIA;frozen carrot and pea mix - per 1kg;EUR;1;;0.6385542168674698;2004-6
LUBUSZ;;PLN;2;smoked bacon with ribs - per 1kg;16.76;2015-7
KUYAVIA-POMERANIA;;PLN;2;Italian head cheese - per 1kg;6.92;2007-2
LESSER POLAND;30% tomato concentrate - per 1kg;PLN;1;;9.09;2017-2
WEST POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;4.55;2018-10
SILESIA;;PLN;2;pork belly cooked - per 1kg;18.38;2013-6
ŁÓDŹ;;PLN;2;haddock fillets frozen - per 1kg;0.0;2007-5
OPOLE;;PLN;2;dressed chickens - per 1kg;5.04;2005-8
LUBUSZ;beet sugar white, bagged - per 1kg;PLN;3;;0.0;2007-9
LESSER POLAND;;PLN;4;Masurian barley groats - per 1kg;1.3;2019-5
SUBCARPATHIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2011-7
LUBUSZ;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.63;2013-4
MASOVIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2017-6
POMERANIA;;PLN;2;Backpacker's canned pork meat - per 300 g;2.43;2019-11
ŁÓDŹ;;PLN;2;barley groats sausage - per 1kg;9.1;2018-3
WARMIA-MASURIA;;PLN;2;pork ham cooked - per 1kg;21.64;2012-9
POMERANIA;;PLN;2;Italian head cheese - per 1kg;10.09;2012-5
KUYAVIA-POMERANIA;beet sugar white, bagged - per 1kg;PLN;3;;1.61;2018-10
MASOVIA;30% tomato concentrate - per 1kg;PLN;1;;8.07;2007-9
MASOVIA;;PLN;2;smoked bacon with ribs - per 1kg;12.69;2009-10
SILESIA;white table salt bagged - per 1kg;PLN;3;;0.35;2011-9
LUBUSZ;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.94;2009-6
LUBUSZ;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2012-10
POMERANIA;;PLN;4;bread - per 1kg;;2000-6
LESSER POLAND;;PLN;4;bread - per 1kg;;2002-4
MASOVIA;;PLN;2;Backpacker's canned pork meat - per 300 g;3.0;2009-4
WEST POMERANIA;;PLN;2;pork belly cooked - per 1kg;16.83;2001-1
GREATER POLAND;;PLN;2;pork belly cooked - per 1kg;14.35;2005-2
MASOVIA;;PLN;2;pork ham cooked - per 1kg;17.47;2006-2
ŁÓDŹ;;PLN;4;bread - per 1kg;;2017-12
POLAND;30% tomato concentrate - per 1kg;PLN;1;;12.38;2012-10
HOLY CROSS;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.19;2005-12
MASOVIA;;PLN;4;Masurian barley groats - per 1kg;1.85;2014-3
MASOVIA;;PLN;4;Masurian barley groats - per 1kg;1.49;2012-10
OPOLE;;PLN;2;barley groats sausage - per 1kg;9.29;2017-4
MASOVIA;beet sugar white, bagged - per 1kg;PLN;3;;1.94;2002-7
KUYAVIA-POMERANIA;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2018-11
MASOVIA;;PLN;2;smoked bacon with ribs - per 1kg;12.36;2007-3
HOLY CROSS;beet sugar white, bagged - per 1kg;PLN;3;;0.0;2012-2
LESSER POLAND;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.45;2001-8
SUBCARPATHIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.5;2011-4
LOWER SILESIA;30% tomato concentrate - per 1kg;PLN;1;;0.0;2013-9
POMERANIA;natural chocolate plain - per 1kg;PLN;3;;25.12;2013-12
WEST POMERANIA;30% tomato concentrate - per 1kg;PLN;1;;0.0;2015-1
HOLY CROSS;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2004-12
LOWER SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.96;2001-4
LESSER POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.05;2001-8
MASOVIA;beet sugar white, bagged - per 1kg;PLN;3;;2.32;2007-3
POMERANIA;apple juice, boxed - per 1l;PLN;1;;0.0;1999-3
LOWER SILESIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2010-12
KUYAVIA-POMERANIA;;PLN;4;bread - per 1kg;;2017-4
WEST POMERANIA;;PLN;2;smoked bacon with ribs - per 1kg;16.61;2019-12
KUYAVIA-POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.7;2012-6
WEST POMERANIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.22;2015-7
PODLASKIE;;PLN;2;pork ham cooked - per 1kg;15.0;2008-5
PODLASKIE;;PLN;2;smoked bacon with ribs - per 1kg;13.52;2008-7
KUYAVIA-POMERANIA;;PLN;2;beef with bone (rump steak) - per 1kg;29.19;2018-9
WARMIA-MASURIA;apple juice, boxed - per 1l;PLN;1;;0.0;2007-2
WEST POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;5.06;2015-4
PODLASKIE;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;1.83;2002-7
OPOLE;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2006-5
GREATER POLAND;beet sugar white, bagged - per 1kg;PLN;3;;2.19;2014-6
LUBLIN;;PLN;4;buckwheat groats roasted whole - per 1kg;3.57;2018-1
SUBCARPATHIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.2;2007-3
PODLASKIE;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2002-12
POMERANIA;;PLN;2;Hunter's sausage dried - per 1kg;21.14;2004-3
LUBLIN;;PLN;2;beef with bone (rump steak) - per 1kg;14.62;2005-6
OPOLE;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2013-12
SUBCARPATHIA;;PLN;2;Italian head cheese - per 1kg;13.56;2018-5
LESSER POLAND;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.43;2004-2
LUBUSZ;;PLN;2;pork  meat (raw bacon) - per 1kg;14.63;2017-10
WARMIA-MASURIA;;PLN;2;dressed chickens - per 1kg;5.3;2009-7
LESSER POLAND;;PLN;2;pork meat with bone (shoulder) - per 1kg;8.59;2019-11
LESSER POLAND;;PLN;4;Masurian barley groats - per 1kg;1.47;2017-7
OPOLE;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.0;2013-3
POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;3.72;2007-6
PODLASKIE;;PLN;2;smoked bacon with ribs - per 1kg;11.7;2001-11
POLAND;;PLN;2;Hunter's sausage dried - per 1kg;18.14;2004-7
LUBLIN;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.0;2010-4
LUBLIN;;PLN;4;Masurian barley groats - per 1kg;2.65;2013-2
OPOLE;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;12.71;2007-1
PODLASKIE;;PLN;2;smoked bacon with ribs - per 1kg;10.34;2001-12
LOWER SILESIA;;PLN;4;bread - per 1kg;;2004-12
LUBLIN;white table salt bagged - per 1kg;PLN;3;;0.0;2015-3
OPOLE;;PLN;4;Masurian barley groats - per 1kg;0.0;2019-3
SILESIA;;PLN;2;barley groats sausage - per 1kg;4.24;2002-7
ŁÓDŹ;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.04;2016-4
MASOVIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;8.15;2010-1
MASOVIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.69;2011-8
PODLASKIE;;PLN;2;Backpacker's canned pork meat - per 300 g;2.31;2010-6
OPOLE;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;4.17;2014-9
SUBCARPATHIA;fresh chichen egges - per 666pcs.;PLN;3;;0.17;1999-3
LOWER SILESIA;;PLN;2;beef with bone (rump steak) - per 1kg;18.28;2010-11
POMERANIA;;PLN;4;Masurian barley groats - per 1kg;1.64;2018-9
KUYAVIA-POMERANIA;;PLN;2;boneless beef (sirloin) - per 1kg;10.95;2019-9
HOLY CROSS;;PLN;2;Hunter's sausage dried - per 1kg;24.27;2010-12
LOWER SILESIA;;PLN;2;dressed chickens - per 1kg;5.72;2015-10
GREATER POLAND;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2000-9
WEST POMERANIA;beet sugar white, bagged - per 1kg;PLN;3;;0.0;2009-6
LUBUSZ;natural chocolate plain - per 1kg;PLN;3;;0.0;2011-2
WARMIA-MASURIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;12.32;2015-4
MASOVIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;3.75;2011-3
POMERANIA;;PLN;2;pork belly cooked - per 1kg;14.62;2019-12
OPOLE;beet sugar white, bagged - per 1kg;PLN;3;;0.08;2008-4
PODLASKIE;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2001-4
LUBUSZ;;PLN;2;boneless beef (sirloin) - per 1kg;31.68;2012-10
SILESIA;apple juice, boxed - per 1l;PLN;1;;1.42;2001-2
GREATER POLAND;;PLN;4;bread - per 1kg;;2007-10
HOLY CROSS;;PLN;2;salted herring, non-dressed - per 1kg;2.07;2019-3
LOWER SILESIA;;PLN;2;pork belly cooked - per 1kg;14.76;2005-1
HOLY CROSS;;PLN;4;bread - per 1kg;;2001-7
LOWER SILESIA;;PLN;2;smoked bacon with ribs - per 1kg;18.15;2017-2
GREATER POLAND;;PLN;4;bread - per 1kg;;2006-5
MASOVIA;;PLN;2;beef with bone (rump steak) - per 1kg;24.7;2014-7
GREATER POLAND;;PLN;4;bread - per 1kg;;2000-4
LUBUSZ;;PLN;2;haddock fillets frozen - per 1kg;0.0;2016-11
WEST POMERANIA;;PLN;2;pork ham cooked - per 1kg;17.5;2001-4
WARMIA-MASURIA;;PLN;2;pork belly cooked - per 1kg;15.5;2000-8
ŁÓDŹ;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.71;2010-7
LESSER POLAND;;PLN;2;barley groats sausage - per 1kg;6.76;2015-9
POLAND;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.55;2005-9
LESSER POLAND;30% tomato concentrate - per 1kg;PLN;1;;8.98;2013-2
PODLASKIE;;PLN;2;fresh non-dressed carp - per 1kg;;2010-4
SUBCARPATHIA;natural chocolate plain - per 1kg;PLN;3;;0.0;2002-4
SUBCARPATHIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2018-8
KUYAVIA-POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;5.47;2014-1
SILESIA;;PLN;2;haddock fillets frozen - per 1kg;12.26;2008-6
LUBUSZ;;PLN;4;buckwheat groats roasted whole - per 1kg;4.02;2006-3
OPOLE;;PLN;2;haddock fillets frozen - per 1kg;0.0;2001-10
SUBCARPATHIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2011-10
SUBCARPATHIA;;PLN;2;salted herring, non-dressed - per 1kg;5.63;2007-3
MASOVIA;;PLN;4;Masurian barley groats - per 1kg;3.29;2018-7
POLAND;;PLN;2;beef with bone (rump steak) - per 1kg;14.37;2004-2
HOLY CROSS;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.05;2018-10
MASOVIA;;PLN;2;pork belly cooked - per 1kg;17.63;2017-11
SUBCARPATHIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;10.17;2008-2
MASOVIA;;PLN;4;buckwheat groats roasted whole - per 1kg;2.73;2003-9
MASOVIA;;PLN;2;beef with bone (rump steak) - per 1kg;27.46;2017-11
LOWER SILESIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2007-11
KUYAVIA-POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2004-9
WEST POMERANIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.49;2001-9
POLAND;apple juice, boxed - per 1l;PLN;1;;2.11;2018-5
HOLY CROSS;;PLN;2;haddock fillets frozen - per 1kg;0.0;2016-9
LOWER SILESIA;fresh chichen egges - per 666pcs.;PLN;3;;0.22;2008-11
OPOLE;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.81;2006-8
OPOLE;apple juice, boxed - per 1l;PLN;1;;0.0;2004-3
LUBLIN;;PLN;2;dressed chickens - per 1kg;5.68;2007-8
LUBLIN;white table salt bagged - per 1kg;PLN;3;;0.0;2001-6
GREATER POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.72;2005-7
SILESIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2002-8
HOLY CROSS;;PLN;2;Hunter's sausage dried - per 1kg;18.52;2003-9
POLAND;;PLN;4;bread - per 1kg;;2017-12
PODLASKIE;;PLN;4;Masurian barley groats - per 1kg;2.25;2018-8
ŁÓDŹ;;PLN;2;boneless beef (sirloin) - per 1kg;26.91;2013-12
SUBCARPATHIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.77;2009-7
LOWER SILESIA;;PLN;2;dressed chickens - per 1kg;4.39;2005-9
HOLY CROSS;;PLN;2;haddock fillets frozen - per 1kg;3.01;2019-9
OPOLE;;PLN;2;fresh non-dressed carp - per 1kg;;2015-4
SILESIA;;PLN;2;pork  meat (raw bacon) - per 1kg;16.43;2018-5
WARMIA-MASURIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.89;2016-9
KUYAVIA-POMERANIA;;PLN;2;Italian head cheese - per 1kg;5.99;2001-6
WARMIA-MASURIA;;PLN;2;Hunter's sausage dried - per 1kg;20.25;2001-7
SILESIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;4.96;2016-1
GREATER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2008-5
GREATER POLAND;;PLN;2;barley groats sausage - per 1kg;6.12;2009-5
POMERANIA;;PLN;4;bread - per 1kg;;2019-11
POMERANIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.15;2010-1
WEST POMERANIA;;PLN;2;Italian head cheese - per 1kg;6.04;2007-2
WEST POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;1.62;2000-12
LOWER SILESIA;frozen carrot and pea mix - per 1kg;EUR;1;;0.47469879518072283;2011-2
POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;1.98;2003-1
GREATER POLAND;beet sugar white, bagged - per 1kg;PLN;3;;0.07;2005-12
POLAND;frozen carrot and pea mix - per 1kg;EUR;1;;0.7927710843373493;2010-9
LUBUSZ;;PLN;2;Hunter's sausage dried - per 1kg;16.21;1999-11
